주요 업무,자격요건 및 우대사항
동영상 편집 앱 VDIT을 더욱 안정적인 앱으로 업그레이드해주실 iOS개발자를 찾고 있습니다  동영상 편집 앱을 개발합니다  Swift를 이용한 UI 개발 및 이미지 영상 처리 기능 개발  비디오 컴포지션 파이프라인 최적화 또는 구성  iPad Mac 사용성 대응 앱 개발  앱 제작 전반에 대해 밀접하게 참여합니다, 5년 이상의 객체지향 프로그래밍 경력 3년 이상의 iOS 개발 경력 혹은 그에 준하는 실력  사진 비디오 촬영을 즐겨하며 비디오 편집 프로그램에 대한 이해도가 높은 분  동료와 소통하며 지속적으로 앱 개선하는 것을 즐기시는 분  계획적으로 일을 진행하여 꼼꼼하게 처리할 수 있는 분  자신이 맡은 분야를 주도적으로 이끌어 나갈 수 있는 분 이미지 영상 처리 개발 경험이 있는 분  코드 개선 자동화 아이디어가 샘솟는 분  iOS 디자인 가이드에 대한 깊은 이해를 갖고 있는 분  동영상 편집 앱 관련 업무 경험  Asana Slack Notion 사용 경험  온라인 커뮤니케이션 능력이 높은 분
 UXP에서 담당하는 뱅크샐러드의 네이티브 기능 개발을 진행합니다 뱅크샐러드의 주요 제품인 홈 가계부 종알림 화면을 개선하고 새로운 기능을 추가합니다 Push Notification 딥링크 관련 기능을 개선하여 유저가 기능을 빠르고 쉽게 접근할 수 있도록 합니다 개발 생산성 작업을 담당합니다 Web과 Native 간의 interface를 유지보수하여 WebView 기반의 서비스를 안정적으로 운영할 수 있도록 합니다 프로젝트 내 같은 관심사를 갖는 코드의 모듈화 작업을 진행합니다 iOS Chapter 내 코드리뷰에 참여하여 코드 퀄리티 향상에 기여하고 기술 토론을 통해 Best Practice 를 논의하여 개발 생산성을 향상시킵니다 뱅크샐러드 iOS 엔지니어 iOS Engineer는 아래의 , iOS 개발경험이 4년 이상이거나 그에 준하는 실력을 보유하고 있으셔야 합니다 Swift 언어에 대한 높은 이해도를 기반으로 제품을 출시한 경험이 있으셔야 합니다 반응형 프로그래밍 eg RxSwift Combine의 경험이 필요합니다 앱 아키텍처에 대해 고민하고 적용했던 경험이 있으셔야 합니다      MVVM MVP 등의 디자인패턴을 적용해본 경험      공통적으로 쓰이는 코드를 모듈화한 경험 등 Apple Human Interface Guidelines에 대한 이해가 필요합니다 UnitTest 작성 경험이 있으셔야 합니다 다양한 CrashReporting Analytics 도구들을 이용하여 문제를 분석하고 해결할 수 있어야 합니다 Xcode에서 제공하는 View hierarchy Memory graph Debug navigator 등을 이용한 이슈 해결 경험이 있으셔야 합니다 프로젝트에서 필요한 외부 라이브러리를 적절한 요구조건에 맞게 선택하고 검증 및 적용할 수 있어야 합니다 AB 테스팅을 위한 도구사용 및 코드분기 경험이 필요합니다 접근성에 대한 이해가 있는 분을 우대합니다 CICD 설계 및 유지보수 경험이 있는 분을 우대합니다 모듈화 등을 통해 전반적인 프로젝트 관리 및 유지보수성을 높인 경험이 있으면 더욱 좋습니다 10명 이상의 엔지니어와 함께 6개월 이상의 프로젝트에 깊게 참여했던 경험을 우대합니다 Instrument 등을 사용하여 디버깅 난이도가 높은 이슈를 해결한 경험이 있으면 더욱 좋습니다 새로운 기술이나 개발 패러다임에 관심있고 꾸준히 학습하는 분이면 더욱 좋습니다 오픈소스 프로젝트에 기여한 경험을 우대합니다 내 작업물을 문서나 외부 공유용 Readme 블로그 등 으로 기록하고 업데이트 하는 습관을 가지신 분이면 더욱 좋습니다
 메시징 기반 모바일 앱 개발 Lysn 및 디어유 버블 서비스 기능개발 및 유지보수 리팩토링 및 아키텍처 개선, ObjectiveCSwift을 이용한 네이티브 앱 서비스 개발 경력자 Custom UI 및 다양한 디자인은 UIUX 개발 경험자 상용 서비스 개발 및 유지보수 경험자 RESTFUL API에 대한 기본적인 이해를 가지신 분 MVPMVVM 등 디자인 패턴에 대한 이해와 경험 AACAndroid Architecture Components를 통한 개발 경험자 Live StreamingHLS RTSP 등 Client 개발 경험자 오픈소스 분석 및 사용 경험자 메신저 앱 개발 경험자
 신규 개발 프로젝트 기획 및 설계 신규 개발 프로젝트 개발 진행 관리 빌드 점검시연 QA 론칭 BtoC 라이브 서비스 유지보수 관리 서버클라이언트 개발 및 운영 관리 형상 관리 통합빌드 배포 소스품질 관리 외부 개발업체 발굴 평가 개발진행관리, Cloud Server 개발 및 운영 경험 AWSEC2 Auto Scale Cloud front S3 등 프로젝트 PLPM 등 수행 및 업무 시스템 구축 경험 테크니컬 분석설계 역량 AndroidIOS 개발 경험 네이티브 플러터 리액트 네이티브 등 모바일 크로스 플랫폼 관련 경험 서브 능력 Python JS RDB 개발 경험 Flask Django Vuejs MariaDBMySQL 사용 혹은 관련 겅험 관련 경력자
 React Native 기반 앱 퍼블리싱 및 프론트엔드 작업 javascript 혹은 Typescript 기반의 RN 앱 개발, React Native 앱 개발 프로젝트 최소 3건 이상 애니메이션 적용 경험 파이어베이스 연동 경험 Android iOS 복수 개발 경험 카메라 마이크 블루투스 및 하드웨어 제어 경험
 전자영수증 솔루션 고도화 빅데이터AI 연구 개발사용 기술Java Spring   jQuery  JavaScript  Flutter    React Native  BigData  AI인공지능  Apache Tomcat, JAVA 안드로이드 IOS 앱개발 웹개발 프로토콜 설계 등 분야별 능통자 핀테크 빅데이터AI 분야 업계 종사 경력 앱 및 웹 개발 경력
 청소로봇 APP개발 및 유지보수  클라이언트 요구사항에 따른 어플리케이션 구현   IT 전문가 팀과 협력하여 새로운 어플리케이션의 사양 설정  사양에 따라 창의적인 프로토타입 설계  마감 시간 내에 완전한 애플리케이션을 프로그래밍할 수 있는 고품질 소스 코드 작성  응용 프로그램 문제 해결 및 디버그  기존 애플리케이션을 평가하여 새로운 기능을 재프로그래밍 업데이트 및 추가,  모바일 애플리케이션 개발자로서의 입증된 경험  모바일 애플리케이션 설계 및 구축 경험자  Swift Kotlin과 같은 적어도 하나의 프로그래밍 언어로 프로그래밍 할 수 있는 기능 구현 경험자  소프트웨어 설계 및 프로그래밍 원리에 대한 탁월한 이해  의사소통 능력이 뛰어난 팀 플레이어  분석적 사고 및 문제 해결 능력  세부 정보 및 시간 관리 기술에 대한 높은 관심  컴퓨터 공학 또는 관련 분야의 BScBA MScMA우대사항  4년 이상 모바일 애플리케이션 설계 및 구축 경험자IOS  새로운 개발 언어 및 환경을 학습할 수 있는 능력과 의지가 있는자  유연한agile 개발 방식 경험자  멀티플랫폼 개발 경험자예 iOS Android  코드 리뷰 및 개선 가능자  영어 능통자 
 고객서비스 지향적인 모바일 설계 및 개발, 클래스유의 신념 미션 비전에 공감하시는 분 Swift or Kotlin개발 경험업무경험 실제 서비스를 만들어 본 운영해 본 경험이 있으신분프로젝트 주도 경험
 플리토에서 서비스 중인 메뉴번역 Android App에 새로운 기능 추가 및 기존기능을 보완개선합니다, Android 실무 개발 및 배포 경력이 7년 이상이신 분 코드부터 테스팅까지 꼼꼼하게 잘 챙기시는 분 팀 및 개인의 성장을 위해 노력하시는 분 동료들과 함께 성장하기 위해 배운 내용을 바탕으로 공유를 잘하시는 분 Coroutine을 능숙하게 잘 사용하시는 분 MVI  클린 아키텍쳐를 적용해 보신 분 Compose를 적용해 보신 분  포트폴리오가 있으신 경우 첨부해 주세요  개인 GitHub 개발 블로그 등이 있을 경우 지원서에 URL을 명시해 주세요
 초음파 진단기기 app 개발 Android  iOS 배럴아이 의료 AI 솔루션을 mobile app에 포팅 프레임워크 구축, 학력  학사 이상 컴퓨터전자전기의공학 경력  5년 이상 의료기기 sw 개발 경험 Cross compile 개발 NDK 개발 Cmake 경험 스킬  C C Python NDK Cmake 초음파 의료기기 APP 작업 경험자 GPGPU Network programming 경험자
 엘리스 교육 플랫폼의 모바일 버전 개발 채팅 소셜 기능 등 모바일에 특화된 기능 추가 기획 및 구현 엘리스 웹앱의 주요 기능 포팅 팀원들과 함께 더 좋은 조직 문화와 개발 문화 형성, iOS App 개발 경험 SwiftUI를 사용한 UI 구성 경험 혹은 Codebased UI 구성 경험 UnitUI 테스트 작성 경험 Git flow를 통한 소프트웨어 프로세스 관리 경험 자료구조 알고리즘 디자인패턴에 대한 높은 이해도를 가진 분 iOS App 3년 이상의 개발 경험 CICD 구현 경험 태블릿용 앱 개발 경험 Websocket 기반 개발 경험 WebRTC 기반 동영상 스트리밍 서비스 개발 경험 WebView에 대한 높은 이해도를 가진 분 Flutter 개발 경험 스크럼칸반 기반 애자일 개발 프로세스 참여 경험 개발팀 리드 경험 또는 모바일 파트 리더로 커리어를 확장하고자 하시는 분
 AWS Mobile SDK를 통해 다양한 AWS 서비스 사용 AWS IoT Core 와의 연결을 통해 엘리베이터TV의 생애주기와 관련된 코드 작성 최적의 영상 재생을 위한 자체 플레이어와 재생 알고리즘로직 개발 포커스미디어코리아 전용 모바일 앱 개발, 안드로이드 소프트웨어 개발 관련 5년 이상의 업무 경력을 보유하신 분 1가지 언어를 5년 이상 사용한 경험이 있으신 분 AWS 클라우드 사용 경험이 있으신 분 운영 체제 소프트웨어 디자인 패턴 고가용성 및 확장성에 대한 이해도가 있으신 분 GitHub 링크 제출 必 5년 이상의 풀 사이클 제품 개발 업무 경험을 보유하신 분 코드 리뷰 소스 코드 베이스 관리 빌드 프로세스 테스트 및 배포한 소프트웨어의 프로덕션 운영 조직 리드 안드로이드 기반 영상 처리 경험이 있으신 분 개발 및 운영에서 발생하는 다양한 장단기 문제 해결 경험이 있으신 분 커스텀 하드웨어구버전 안드로이드 기반 개발 경험이 있으신 분 광고 산업에 대한 이해도가 있으신 분
핀다는 1000만의 뱅킹 서비스를 꿈꾸고 있어요 우리의 고객들이 마이데이터를 기반으로 가장 좋은 조건과 상품을 이용할 수 있도록 다양한 금융기관들과 제휴해 뱅킹 서비스를 제공하고자 해요 제휴된 모든 금융사의 대출을 비교할수 있는 핀다의 핵심 기능인 비교대출 Android 기능을 개발해요 특정 유저를 타겟팅 해서 개인화된 상품 추천이나 자산 관리 서비스를 제공할 수 있도록 기능을 개발해요 유저가 쉽게 대출을 상환하고 본인의 자산을 한눈에 보고 관리할수 있는 자산 관리 서비스를 개발해요 많은 데이터를 안정적이고 효율적으로 처리하기 위한 리팩토링 및 아키텍쳐 설계에 참여해요 현재 운영되고 있는 핀다 서비스의 확장성 안정성을 위한 방안을 고민하고 실행해요핀다 PGProduct Group 개발자로 입사하실 경우 금융상품 PG 현금그로스 PG 마이비즈 PG 중 후보자님의 이력과 경험을 잘 발휘하실 수 있는 팀을 매치해드리고 있어요 인터뷰를 통해 핀다와의 Fit을 맞춰보세요, 3년 이상의 안드로이드 개발 경력을 가지고 계신 분 Kotlin Coroutine AAC Jetpack MVVM 경험이 많으신 분 비동기 프로그래밍에 대한 이해도가 높은 분 버전 관리 도구 Git 경험이 있으신 분 디자인 패턴 리팩토링에 대한 기본 지식을 가지고 계신 분 MVI Compose 매버릭스를 경험해보신 분 TDD Unit test 및 UI Test 작성 경험이 있으신 분 앱 최적화 경험을 보유하신 분 아키텍처 설계와 코드 리팩토링에 대한 이해도가 높으신 분 자기 주도적으로 개발하는 것을 즐기고 동료들과 수평적으로 커뮤니케이션 할 수 있는 분 Android 개발 환경에 관심을 갖고 더 나은 개발 문화를 만들어가는 데 기여할 수 있는 분 애정과 열정을 갖고 개발해 완성도 높은 서비스를 제공해본 경험이 있는 분핀다 안드로이드에서 사용하고 있는 기술 주요 개발 기술  kotlin coroutine DIKoin MVVM MVI andoridxjetpack 개발협업 도구  Bitbucket Slack Jira Figma Firebase
 Application 개발 콴텍의 상품과 관련된 고객채널 매매 서비스를 개발 운영 Open API 직접 통신을 이용한 B2B 서비스를 개발 운영, OS  리눅스 유닉스 Python C언어 Application 개발 경험 Shell 프로그램 개발 경험 Oracle Mysql등 RDBMS 능숙한 활용 대용량 데이터 분석 처리 경험 금융뱅킹 증권 Pay 등 관련 서버개발 경험 WAS 서비스 경험이 있는 분
파수의 다양한 제품솔루션의 모바일 앱 개발을 담당합니다 Flutter framework 기반의 모바일 앱 개발 Android 및 iOS 네이티브 SDK를 활용한 개발, 개발 경력 3년 이상 iOS 및 Android의 UXUI 가이드라인에 대한 이해 MVVM 디자인 패턴 사용 경험 Retrofit 등의 대중적인 라이브러리 사용 경험 주요 기술 역량 Java flutter Swift RxSwift Storyboard MVVM Android Architecture Component AWS Service Google Service AWS  Google 등 다양한 Cloud 서비스 경험 오픈소스 및 신기술 학습에 관심 Flutter 개발 경험
 올리브 디바이스와 연동하는 어플리케이션 개발 및 유지보수 사용자 친화적인 헬스케어 신규 컨텐츠 개발 어플리케이션 테스트 배포 및 스토어 관리, 경력  경력 5년  7년팀원급 Swift와 SwiftUI에 능숙하신 분 스토어에 앱 배포 및 운영 경험이 있는 분 iOS개발 또는 aOS개발 경력을 보유하신 분  디버깅에 대한 기본지식과 관련 도구 사용 경험이 있는 분 즉시출근 가능자 영어가능자 일본어가능자
 안드로이드 앱 개발 및 유지보수 안드로이드 플랫폼에 대한 이해와 최신 기술 동향 파악 팀원들과의 협업을 통한 프로젝트 수행, 안드로이드 개발 경력 3년 이상 Java Kotlin Gradle 등 안드로이드 개발 관련 기술에 대한 이해가 있는 분 CICD 등 안드로이드 개발 프로세스에 대한 이해가 있는 분 뛰어난 문제 해결 능력과 분석 능력을 지닌 분 능동적이고 책임감 있는 자세를 지닌 분 유연한 커뮤니케이션 및 협업 능력을 지닌 분 오픈 소스 프로젝트 참여 경험
 안드로이드아이폰 앱 개발 및 운영 ObjectiveCSwiftAndroid Java Kotlin, APP 서비스 출시 경험 보유자 Restful API 연동 경험 보유자 협업에 익숙하고 커뮤니케이션이 원활한 분 Hybrid APP 개발 경력 우대 React native  flutter 개발 경력 우대
 서비스 중인 앱의 새로운 기능 개발 퍼포먼스와 버그 이슈 관리 및 개선 앱 기획 참여와 신규 앱 개발 등 기타 앱 서비스에 관련된 모든 업무, React의 동작방식과 Hook에 대한 이해도가 있는 분 Mobile Application 혹은 React  사용 서비스 개발 및 유지보수 3년 이상의 경력 React Native 혹은 iOS Android로 제품을 출시한 경험이 있는 분 JavaScript TypeScript에 대한 기본적인 이해ES6 주어진 기능 및 UI 요구사항을 설계구현테스트 할 수 있는 분 확장 가능한 개발을 지향하며 리팩토링 버전관리Git등의 체계적인 코드관리에 익숙하신 분 Nodejs 환경 및 라이브러리에 대한 지식 혹은 습득 능력을 갖추신 분 기본적인 영어 능력읽기 쓰기 간단한 회화 해외여행에 결격사유가 없는 분 DAU 30만 이상의 서비스 혹은 그에 준하는 경험 좋은 UIUX 개발에 관심이 많으신 분 앱의 테스트 및 배포 자동화 등에 경험이 있는 분 다른 개발자와의 협업을 위한 프로세스 구축 경험 오픈소스 참여 경험
   Android  iOS 앱개발   교육서비스 앱개발 및 운영, Android App   Andorid 앱 개발 및 배포 경험   Kotlin 및 retrofit 능숙하게 다룰수 있는자   iOS App   iOS 앱 개발 및 배포앱스토어  인하우스 경험   Swift 개발 경험    C NETWPF WinForm DB 경험자 커뮤니케이션 역량이 우수한 자
모바일 응용소프트웨어 개발, PlatformLanguage Androidkotlin iOSSwift flutter 우대 IoT Device 연동 경험 우대 BLE기반 연동 경험 우대 Background 기반 동작 개발 경험 우대 사용자 정보 수집 경험 우대
 Flutter 기반 네이티브 앱 개발 윈도우 어플리케이션 개발 Google Play Store Apple 앱 스토어 등록심사 관리, C CPP Flutter 언어 중 최소 2개 개발 경력 5년 이상 Native 어플리케이션 개발 경험 Json 기반 Socket 데이터 통신 이해 가능한 분 GitHub GitLab BitBucket등 분산 버전 관리 환경에서 개발 익숙하신 분 키오스크 분야 개발 경험 보유자 Serial TCPIP 통신 기반 장치제어 어플리케이션 경험자 스타트업 경험자 및 진취적 열정을 가진 사람 데이터 통신 프로토콜에 대한 이해도가 높은 사람
동영상 편집 앱 VDIT을 더욱 안정적인 앱으로 업그레이드해주실 iOS개발자를 찾고 있습니다  동영상 편집 앱을 개발합니다  Swift를 이용한 UI 개발 및 이미지 영상 처리 기능 개발  비디오 컴포지션 파이프라인 최적화 또는 구성  iPad Mac 사용성 대응 앱 개발  앱 제작 전반에 대해 밀접하게 참여합니다, 5년 이상의 객체지향 프로그래밍 경력 3년 이상의 iOS 개발 경력 혹은 그에 준하는 실력  사진 비디오 촬영을 즐겨하며 비디오 편집 프로그램에 대한 이해도가 높은 분  동료와 소통하며 지속적으로 앱 개선하는 것을 즐기시는 분  계획적으로 일을 진행하여 꼼꼼하게 처리할 수 있는 분  자신이 맡은 분야를 주도적으로 이끌어 나갈 수 있는 분 이미지 영상 처리 개발 경험이 있는 분  코드 개선 자동화 아이디어가 샘솟는 분  iOS 디자인 가이드에 대한 깊은 이해를 갖고 있는 분  동영상 편집 앱 관련 업무 경험  Asana Slack Notion 사용 경험  온라인 커뮤니케이션 능력이 높은 분
 OnDevice 기반 마이데이터 거래 플랫폼 및 어플리케이션 개발Android 자사 Open API 및 블록체인 서버 연동을 통한 비지니스 로직 개발 Google Play Store에 어플리케이션 배포 및 유지보수,Android 3년 이상 Android 개발 경험을 보유한 자기 주도적인 성향의 개발자 새로운 분야에 대한 학습을 두려워하지 않는 개발자 커뮤니케이션 및 협업에 능숙한 개발자 Kotlin 언어에 능숙한 개발자 Jetpack 라이브러리에 능숙한 개발자Android Kotlin Multiplatform 를 이용한 API 개발 경험자 GraphQL 기반의 API 개발 경험자 Realm Database를 이용한 개발 경험자 Google Play Store 어플리케이션 배포 경험자 DaggerHilt 사용에 능숙한 개발자
 비사이드코리아의 어플리케이션 개발 및 배포 테스트 작성 및 여러 개발자들이 협업하기 좋은 코드로 지속적인 리팩토링 팀내 코드리뷰 및 시스템 디자인에 대한 의사결정, 컴퓨터 공학 관련 학위를 소지하거나 Flutter 개발 경험이 있으신 분 탄탄한 공학 지식을 가지고 계신분 자료구조 알고리즘 개발관련 컨셉 호기심이 많고 배우려는 자세를 가지신 분 문제해결 능력과 커뮤니케이션이 원활하신 분 투자한 주식이 대주주의 횡포로 인해 손절한 경험이 있으신 분
 신규 개발 프로젝트 기획 및 설계 신규 개발 프로젝트 개발 진행 관리 빌드 점검시연 QA 론칭 BtoC 라이브 서비스 유지보수 관리 서버클라이언트 개발 및 운영 관리 형상 관리 통합빌드 배포 소스품질 관리 외부 개발업체 발굴 평가 개발진행관리, Cloud Server 개발 및 운영 경험 AWSEC2 Auto Scale Cloud front S3 등 프로젝트 PLPM 등 수행 및 업무 시스템 구축 경험 테크니컬 분석설계 역량 AndroidIOS 개발 경험 네이티브 플러터 리액트 네이티브 등 모바일 크로스 플랫폼 관련 경험 서브 능력 Python JS RDB 개발 경험 Flask Django Vuejs MariaDBMySQL 사용 혹은 관련 겅험 관련 경력자
 전자영수증 솔루션 고도화 빅데이터AI 연구 개발사용 기술Java Spring   jQuery  JavaScript  Flutter    React Native  BigData  AI인공지능  Apache Tomcat, JAVA 안드로이드 IOS 앱개발 웹개발 프로토콜 설계 등 분야별 능통자 핀테크 빅데이터AI 분야 업계 종사 경력 앱 및 웹 개발 경력
 Flutter 기반 네이티브 앱 개발 윈도우 어플리케이션 개발 Google Play Store Apple 앱 스토어 등록심사 관리, C CPP Flutter 언어 중 최소 2개 개발 경력 5년 이상 Native 어플리케이션 개발 경험 Json 기반 Socket 데이터 통신 이해 가능한 분 GitHub GitLab BitBucket등 분산 버전 관리 환경에서 개발 익숙하신 분 키오스크 분야 개발 경험 보유자 Serial TCPIP 통신 기반 장치제어 어플리케이션 경험자 스타트업 경험자 및 진취적 열정을 가진 사람 데이터 통신 프로토콜에 대한 이해도가 높은 사람
