주요 업무,자격요건 및 우대사항
 프로젝트 기획 및 관리 아이템별 상품 전개 소진 계획 및 판매관리 자료 리서치 마케팅 전략 수립 MD 상품 개발 및 협력업체와 커뮤니케이션, 국내 패션 디자인 MD VMD 실무 1년 이상 경험을 보유하신 분 기본 OA 및 엑셀 활용 능숙하신 분 일본어 가능자 포토샵 일러스트 등 디자인 툴 사용 가능자 문서작성 우수자 Excel
More about this job넥스트챕터의 Product Manager 는 넥스트챕터가 인수한 브랜드의 신상품을 기획하고 기존 상품을 개선하는 등 제품 관리 업무를 수행합니다  본 포지션은 소비자에 대한 깊은 이해를 기반으로 브랜드 전략에 부합하는 상품 전략을 수립하고 이를 양산하기에 이르기까지 전 과정을 책임지고 관리합니다 이 과정에서 브랜드 매니저 전략 구매 매니저 디자이너 등 다양한 내부 관계자와 제조 공장 등 외부 관계자와의 협업이 요구됩니다넥스트챕터는 데이터를 기반으로 신제품 전략을 수립하고 과도한 마케팅에 의존하는 것이 아닌 제품 그 자체가 경쟁력을 가질 수 있도록 뛰어난 제품을 개발하는데 공을 들이고 있어 Product Manager 로서 자긍심을 갖고 일할 수 있는 환경이라 자부합니다Product Management 팀은 글로벌 Toptier 소비재 회사 국내 유수의 소비재 스타트업 등 다양한 경험을 가진 최고의 인재들이 모여 서로의 장점을 융합하며 빠르게 성장하고 있습니다 최고의 인재들과 제품 개발 방법론을 배우고 함께 발전시킬 수 있는 기회를 놓치지마세요Responsibilities 넥스트챕터가 인수한 브랜드의 신상품 기획 기존 상품 관리 업무를 수행합니다 General  카테고리를 특정하지 않고 지원하는 포지션입니다 브랜드 매니저와 협업하여 브랜드 전략에 부합하는 상품 전략을 수립합니다 네이버 쇼핑 쿠팡 등 주요 마켓플레이스를 중심으로 카테고리 내 경쟁 지형을 분석하고 소비자의 Unmet Needs 를 만족시킬 수 있는 상품 전략을 도출하고 실제 상품을 기획합니다 제조 공장을 선정하고 시제품 제작 부터 초기 양산에 이르기까지의 과정을 관리합니다 상품의 원가를 관리합니다, BM 혹은 상품기획 및 소싱 MD 경력 3년 미만 자체 상품 기획부터 양산까지의 부분적 또는 전 과정에 대한 실무 경험 Crossfunctional 협업 및 Project Management를 위한 커뮤니케이션 스킬 및 리더십 예 제품 론칭까지 필요한 생산PDP 촬영입고 유관부서와 협업하여 일정 수립만들고자 하는 제품을 기획에 맞게 실물화하여 판매까지 지원하는 능력빅데이터 속에서 유의미한 결론을 도출할 수 있는 데이터 분석 능력 예 수천개의 소비자 제품 VOC 중 중요도를 나열하여 제품 개선 및 적용이커머스 시장 및 카테고리에 대한 호기심과 지식고객이 원하는 바를 읽어낼 수 있는 커머셜 센스 예 시장성이 높은 상품을 분석하여 장점 및 개선점 도출 Fabric Plastic Chemical 등 소재에 관련된 지식 네이버 쇼핑 쿠팡 등 주요 마켓플레이스 온라인 MD 경험 Global FMCG 기업에서 제품개발상품기획 경험 스타트업 업무 경험
 판매플랫폼 별 프로모션 관리 신규 채널 확장 온라인몰 판매 분석 및 전략 수립, 학력 무관 경력  1 10년스킬  Photoshop Excel 카카오 오늘의집 쿠팡 MD와 소통 경험자
 판매 전략 수립 프로모션 기획 및 운영 입점 플랫폼 채널전략 수립 및 운영 온오프라인 신규 채널 발굴 및 입점 월분기년 단위 매출 목표 수립 및 달성 판매 데이터 분석판매량 매출 이익 비용 등 판매 채널 담당자들과 협상 및 프로모션 기획 라이브 및 홈쇼핑 기획 및 입점, 경력  커머스 MD온라인 영업 5년 이상 나이성별 무관 전략적인 프라이싱 이벤트 기획이 가능하신 분 매출과 브랜드 인지도를 고려한 관점에서 업무를 설계할 수 있는 분 행사 전 후 업무의 과정을 꼼꼼하게 챙길 수 있는 분 능동적으로 업무 프로세스를 만들어나갈 수 있는 분 유관부서와 유기적인 커뮤니케이션이 가능하신 분 스타트업 문화의 이해도가 높고 능동적으로 업무 프로세스를 만들어나갈 수 있는 분 네이버 쿠팡 오늘의집MD와 업무 경험이 있으신 분 온라인 커머스 시장의 이해도가 높고 관심이 많으신 분 프라이싱 이벤트에 대한 관심과 이해도가 높으신 분 인플루언서를 통한 행사 진행 경험이 있으신 분
 브랜드 컨셉 상품 기획 개발 출시의 전반적인 업무 신제품 또는 기존 제품 리뉴얼을 위한 시장 및 경쟁사 분석 소비자 데이터 분석 국내외 제조사 발굴 및 협상 제품 생산공장 관리 및 생산 품질 관리 물류 수출입 및 인증 업무 발주 및 재고관리 샘플테스트 및 제품 개선 상표 및 특허 업무, 경력  신입 or 상품 기획 3년 이상 이미용 가전 or 화장품유아가전생활 리빙상품 기획 경험자분야 상관 없이 상품기획에 소질이 있다면 지원 가능합니다 경력 폴리오 제출pdf 파일 나이성별 무관 고객의 불편한 점을 찾아내는 고객 집착적 사고 불편을 차별화된 컨셉으로 해결하는 제품 기획능력 트랜드를 파악하고 제품과 연계하는 능력 데이터 기반으로 상품을 기획할 수 있는 데이터 분석 능력 상품의 장점을 고객에게 소구할 수 있는 차별점 도출 상품 기획 및 출시 과정에서 유관부서와 유연한 커뮤니케이션 능력상품기획 디자인 콘텐츠 마케팅 등 스타트업 문화의 이해도가 높고 능동적으로 업무 프로세스를 만들어나갈 수 있는 분 중국어 가능자 리빙 생활 뷰티 가전 등 다양한 분야에 관심이 많으신 분 제품디자인 인테리어 안목이 뛰어나신 분 고객의 불편사항에 관심을 갖고 이를 개선하고 해결하는 상품기획 및 브랜드 기획 관련 실무 경험 2년 이상 브랜드사 쇼핑몰 및 유사업무 관련 재직 경험 운전 면허 보유 또는 취득 예정자 해외 제조사 소싱 및 물류 통관등의 SCM 전반에 대한 넓은 이해가 있으신 분 욕망가능한 시장에서 제품의 근소한 물리적 차이를 주된 심리적 차이로 만들어낼 수 있는 능력
1 주문 및 배송 관리2 판매 사이트 관리    네이버 스마트 스토어    카페 24    쿠팡    오픈마켓3 ASCS 응대 및 관리4 매입 매출 마감 자료 정산Excel, 학력 무관 경력 무관신입 가능흡연자전자담배 사용 가능자 필수전자 담배 사용 혹은 전자 담배에 관심이 있는 분능동적인 성격의사소통 능력컴퓨터 활용 능력이 높은 분 엑셀 워드 ppt 등을 잘 다루는 분성실하며 배우려 하는 의지가 강한 사람
 건기식 식품 상품 기획 및 개발 패키지 디자인 웹상세페이지 기획 및 진행 시장소비자경쟁사 분석 기획부터 제조까지 풀리딩 SNS 피드 기획 및 업로드 SNS 이벤트 기획 관리체험단 및 이벤트 인플루언서 협찬 및 컨택 시딩 공구등 브랜드 컨셉 및 마케팅 캠페인 기획 및 실행, 경력  동종업계업무 경력 3년  5년 이상 건강기능식품 다이어트이너뷰티식품 업종 경력 프로젝트 리딩 경험자 마케팅 및 서비스 트렌드에 대한 이해도가 높은 분 브랜드 기획 부터 안착까지 풀 사이클을 경험해보신분 인하우스 혹은 대행사 브랜드 마케팅 경험자 성공적인 브랜딩 경험을 가지고 계신분 성공적인 신제품 런칭을 이뤄내신 분 능동적인 업무 수행 역량 보유자
 자사몰오픈마켓상품등록 및 수정    영업지원   ,경력  경력 1년 이상유관업무 경력자 1년샤방넷플레이오토 사용경험자장기근무 가능자리더쉽 소유자
 중고컴퓨터 관련  가전관련자사몰오픈마켓소싱영업    매출 연계 온라인 광고 기획집행분석,경력  경력 1년 이상유관업무 경력자 1년샤방넷플레이오토 사용경험자장기근무 가능자리더쉽 소유자
입사하시면 경험하실 업무 입니다1 Lee 키즈 브랜드 런칭 업무 전반2 시즌 카테고리 기획 전략 수립  품평3 물량 구성 및 발주  스케줄 관리4 마켓 및 트렌드 조사  IMC 전략 수립5 HQ 컨펌 및 커뮤니케이션,해당되신다면 지원해주세요 학력 대졸 이상 경력 키즈 브랜드 기획 경력 5년10년 이하신입 지원 불가 경력기술서 제출 필수 해당되신다면 더욱 좋아요  1 키즈 브랜드 런칭 경험이 있으신 분2 라이센스 키즈 브랜드 경험이 있으신 분3 패션 트렌드 및 다양한 브랜드에 이해도가 높으신 분4 영어 메일링 가능하신 분
관리자 등록 및 수정 관리 ,여행숙박 관련 온라인 MD 또는 커머스 MD 업무 경력이 있으신분팀워크를 바탕으로 주도적으로 업무를 수행할 수 있는 분도전적인 목표를 스스로 설정하고 달성을 위해 노력한 경험이 있는 분숙박플랫폼 전반에 관심이 있는 분트립일레븐의 조직문화에 공감하고 치열하게　달릴 준비가 되어 있는 분
 국내외 시장 타겟 육아출산패브릭 상품 기획 국내외 OEM 업체 핸들링 브랜드제품 전략 수립 및 손익 관리, 3년 이상의 상품기획 MD 경력 미디어커머스와 온라인 커머스에 대한 이해도가 높으신 분 데이터 기반적 사고로 의사결정을 하시는 분 원활한 대인관계와 커뮤니케이션 능력이 뛰어나신 분 육아출산패브릭 산업 경험이 있으신 분 미디어커머스 시장 상품 기획 및 개발 경험이 있으신 분 라이프스타일 전반에 대한 관심이 많으신 분 디지털 마케팅에 대한 이해도가 있으신 분 맘카페 핸들링 경험이 있으신 분
 시장  트렌드 분석 및 자료 조사 루아페 에퓨놀 브랜 신제품 개발 및 제품 운영 관리 신제품 발주 및 부자재 핸들링 제품 목표매출 관리 및 마케팅 전략 기획 제품 소구점 분석 및 상세페이지 기획,필수 Skillset  화장품 개발 BM 경력  12년  뷰티 제품 출시 및 신제품 기획 경험자필수 Mindset  유연한 사고와 원활한 커뮤니케이션 역량을 보유한 분  최신 트렌드에 대한 관심 및 트렌드 분석 역량이 있는 분  데이터 기반적 사고로 의사결정을 하는 분  역량 강화를 위한 자기계발에 열정이 있는 분 미디어커머스 업계 조직에서 12년 근무 경험이 있는 분 분석 및 리서치 능력 우수한 분 브랜드 런칭 및 기획 경험이 있는 분 기획과 글쓰기에 재능이 많은 분 향 관련 프래그런스 제품 출시 및 신제품 기획 경험자
 Qoo10 매출전환율샵 팔로워 등 주요 지표 분석 관리    상세페이지 배너 썸네일 등 샵 내부 AB test를 통한 지표 상승 프로모션 기획 및 판매 촉진 위한 세트구성 발굴 내부 광고 운영 및 노출 구좌 확보,필수 Skillset 일본어 일상 및 비즈니스 회화 가능하신 분 큐텐 재팬 MD 경력 1년 이상이신 분 엑셀 파워포인트 노션 등 업무 커뮤니케이션 툴 활용이 능숙하신 분 지표에 따른 Next Action 수립 및 실행에 적극적이신 분필수 Mindset 타 부서와 원활한 커뮤니케이션이 가능하신 분 꼼꼼하고 책임감이 강하신 분 트렌드에 민감하고 관심이 많으신 분 한국어 비스니스 회화가 가능한 국내거주 일본인     한국 취업 가능한 비자를 보유하셨거나 D10 비자 발급에 문제가 없으신 분 역량 강화를 위한 자기계발에 열정이 있으신 분
 온라인 강의 기획 및 강사 섭외관리 교육 상품 커리큘럼 세팅 및 상세페이지 기획운영 상세페이지 스토리보드 기획안 작성 온라인 강의 퀄리티 관리 교육 콘텐츠 홍보를 위한 온라인 채널 광고 기획 제작 운영, 재테크 및 경제 콘텐츠 분야에 대한 관심이 있는 분 고객이 선택하는 교육 콘텐츠의 차이를 이해하고 개선점을 찾을 수 있는 분 월급쟁이부자들 서비스를 잘 알고 계신 분 디지털 매체에서의 콘텐츠 트렌드를 잘 이해하는 분 교육업 혹은 재테크 교육 산업에듀테크에 관심이 있는 분 의사소통이 원활하고 긍정적인 마인드로 일하는 분
 월급쟁이부자들의 온라인 강의 기획 및 강사 섭외관리 진행 강의 수요조사 및 트렌드 파악해서 신규 강의 기획 교육 상품 커리큘럼 및 로드맵 구성을 통해 수강생분들의 강의 경험 여정 개선 강의 상세페이지 기획안 작성과 피드백 교육 콘텐츠 홍보를 위한 온라인 채널 광고 기획 제작 운영 구성원과의 소통을 통해 팀원 육성 및 팀 매니지먼트, 온라인 강의 콘텐츠 상품 기획 또는 MD 직무 경험이 2년 이상인 분 팀 관리 경험 2년 이상인 분 고객이 선택하는 교육 콘텐츠의 차이를 이해하고 개선점을 찾을 수 있는 분 재테크 및 경제 콘텐츠 분야에 대한 관심이 있는 분 디지털 매체에서의 콘텐츠 트렌드를 잘 이해하는 분 교육업 혹은 재테크 교육 산업에듀테크에 관심있는 분 의사소통이 원활하고 긍정적인 마인드로 일하는 분 콘텐츠 제작 관련 업무를 전반적으로 관리 운영할 수 있는 분
 월급쟁이부자들의 온라인 강의 기획 및 강사 섭외관리 월급쟁이부자들의 교육 상품 커리큘럼 세팅 상세페이지 스토리보드 기획안 작성 및 상세페이지 운영 온라인 강의 퀄리티를 모니터링 교육 콘텐츠 홍보를 위한 온라인 채널 광고 기획제작운영, 온라인 강의 콘텐츠 상품 기획 또는 MD 직무 경험이 2년 이상인 분 고객이 선택하는 교육 콘텐츠의 차이를 이해하고 개선점을 찾을 수 있는 분 재테크 및 경제 콘텐츠 분야에 대한 관심이 있으신 분 디지털 매체에서의 콘텐츠 트렌드를 잘 이해하는 분 교육업 혹은 재테크 교육 산업에듀테크에 관심 있는 분 의사소통이 원활하고 긍정적인 마인드로 일하는 분 콘텐츠 제작 관련 업무를 전반적으로 관리 운영할 수 있는 분
1 인플루언서 발굴 및 커뮤니케이션 2 인플루언서 커머스에 적합 브랜드 상품 큐레이션 3 SNS 마켓 운영 및 관리 네이버스마트스토어4 구매 고객 CS관리 제품 문의 상담 배송 발주서 관리,1 인플루언서 마케팅커머스에 관심 있으신 분2 트렌드에 관심이 많고 제품브랜드 발굴에 흥미가 있으신 분 3 인플루언서 공동구매마케팅 커리어를 만들고 싶은 분 4 고객 커뮤니케이션에 능숙하신 분 1 인플루언서 커머스 운영 경험이 있으신 분 2 MCN 인플루언서 마케팅 회사 등의 경력 또는 네트워크를 구축하고 계신 분 3 소셜미디어 플랫폼Instagram Youtube Tiktok 네이버 블로그 등에 대한 이해활용도가 높은 분 4 원만한 커뮤니케이션 능력 대인관계 역량을 지니신 분 5 스타트업에 대한 풍부한 이해
1 HB 채널 내 브랜드 운영 및 관리 메인 채널  올리브영 HB 채널 내 브랜드 운영 전략 수립 각종 브랜드 데이터 관리 및 인사이트 도출2 HB 채널 내 프로모션 제안 및 상품 운영 관리 메인 채널  올리브영 채널별 MD혹은 벤더사와 프로모션 협의 기획 및 운영 채널 MD혹은 벤더사 요청사항 대응, 협업을 원만하게 진행할 수 있는 커뮤니케이션 스킬을 보유하신 분 구매를 이끌어내는 프로모션을 기획하실 수 있는 분 Sales 데이터를 토대로 더 좋은 성과를 내기 위한 Next Action을 도출하실 수 있는 분 올리브영 HB MD 직무 경험이 있으신 분
 브랜드 온라인 채널관리 자사몰 외부채널 브랜드 오프라인 채널관리 도매업체 채널별 목표설정 및 매출관리 판매율 이익율 채널별 영업관리 고객분석 판매기획 상품운영 전략수립 프로모션 상품등록 주문처리 정산, 학력  초대졸 이상 경력  5년 이상 파트너사 유관부서와 커뮤니케이션이 원활한 분 수입유통업체 경력자 컴퓨터 활용능력 OA 우수자
 자사 B2B 프로젝트 및 프로모션 기획 및 운영 파트너사 관리 및 응대 계약 업무 신규 거래처 발굴 및 영업 연계 사업 제안 및 파트너쉽 업무, 업무상 커뮤니케이션 스킬 센스 에티켓 좋으신 분 B2B영업  제휴영업 경험을 보유하신 분 직접 목표 수립과 도달이 가능하신 분 유관 업무 경험 보유하신 분
 YG 소속 아티스트 관련 MD 기획 및 제작 업무 위탁 제조 업체 커뮤니케이션 및 상품 관리 국내외 컨텐츠 기획을 위한 전략적 소싱처협력처 발굴 및 협업 진행 신규 상품 개발 및 아웃소싱 업체 발굴 소비자 트렌드 및 업계 동향 리서치 보고서 작성 프로젝트별 매출 추이 분석 및 계획 수립 판매 전략 및 프로모션 기획 및 운영 상품 등록 및 입출고 관리, 대학교 졸업생 이상 경력 6년  10년 포트폴리오 필수 본인의 기여도와 함께 작성 후 PDF 형식으로 제출필수역량 엔터테인먼트 패션 등 다양한 분야에 관심이 있으며 센스가 있고 트렌드에 민감한 분 팀원 및 외부 부서 거래처와의 원활한 커뮤니케이션에 능통하며 유연한 분 직무의 특성을 잘 파악하고 정해진 시간 내 요청한 업무를 완수할 수 있는 분 협력사 커뮤니케이션 및 제조 핸들링 경험이 있는 분 조사와 데이터를 통해 인사이트를 도출해낼 수 있는 분 엑셀 워드 등 오피스 고급 사용해보신 분 상품 기획 및 디자인 경험해보신 분 ERP 운영 가능하신 분 영어 및 제 2 외국어 구사 가능하신 분
 신규 유통 채널 입점 및 관리 기존 입점 채널 관련 마케팅 프로모션 기획 및 운영관리 채널별 가격정책 수립 및 매출 증대 전략 수립 매출 및 손익관리 채널 별 상품 관리제품 등록 및 상세페이지 업로드 썸네일 등록 및 수정등 기타 제반사항 관리, 뷰티 분야 트렌드 및 다양한 브랜드의 운영 방식에 대한 이해도가 있으신 분 뷰티 브랜드 또는 브랜드사의 MD로의 업무 경험이 있으신 분 뷰티 관련 온오프라인 커머스 채널 관리 및 운영경험이 있으신 분 해외 온라인 채널 운영 경험이 있으신 분뷰티브랜드 인하우스 이커머스 채널 운영경력 2년 이상설득력 있는 커뮤니케이션 능력을 보유하신 분채널별 관리자 페이지 카페24 등 기본 OA 및 스프레드시트 활용 능력이 우수하신 분영어회화 가능자 해외출장 결격사유가 없는자비지니스 영어 또는 일본어 가능자
 자사몰스마트스토어 재고 운용 관리 온라인 커머스 판매전략 수립  프로모션 기획 매출 성장을 위한 매출데이터 분석 및 관리 재고 발주 및 CS 서포트, 관련 경력 1년 이상 카페24 어드민 활용 가능 OA 엑셀 등 사용 가능 트렌드 분석 상품 분석 경쟁사 분석 능력 보유 원활한 의사소통 능력 흡연자 전자담배 사용자 우대 바이럴 마케팅 경험네이버 블로그 카페 SNS 뉴스원고 etc 네이버 스마트 스토어 사용 경험 네이버 키워드 상위 노출 경험을 보유한 사람
 운영 실무 리딩 도소매 거래처 관리 및 이슈 대응운영 관리 카페24  재고관리 배송관리 발주관리 자사몰 등매출증대 전략 및 실행 VIP관리팀간 협업을 통한 목표 달성,유통회사 경험 4년 이상Excel 활용능력 중상흡연자전자담배에 관심이 많은 사람의사소통능력이 적극적인 사람
 상품 소싱  개발 상품 일정 관리 프로덕트 Life Cycle 관리 개발 및 운영 프로세스 개선 프로덕트 개발을 위한 Project 관리,이미용기기화장품의 기획개발 업무 경력 코스메틱 이미용기기 런칭 경험 뷰티 트렌드의 이해도가 높으신 분 TF 운영 경험 쇼핑을 좋아하시는 분
 자사 제품 외부 유통 채널 관리상품관리 매출관리 판매분석프로모션 실행 브랜드 팝업 행사등 관리 목표 실적 및 지표 관리, 온라인 및 반려동물 산업에 대한 높은 이해도를 가지신분 숫자에 대한 이해도가 높으신 분 칠전팔기 정신의 영업마인드를 가지신 분 반려동물 용품 트렌드에 민감하신 분 원활한 커뮤니케이션이 가능한 분 문서 작성과 데이터 정리가 어렵지 않으신 분 긍적적이고 도전적이고 성취욕구가 있으신 분 스타트업에 대한 이해도유연한 사고  빠른 실행력
 NPU 및 AI 칩에 대한 경쟁력 있는 마케팅 전략 수립 및 실행 다양한 고객군의 니즈에 맞춘 제품 출시 업무 수행을 위해 영업 및 엔지니어링 팀과 협업 경영진 의사결정을 위한 전략 보고서 작성 및 발표 업무 수행 업계 행사 발표회 및 소셜 미디어에서 Aim Future제품을 홍보,학력  대졸이상경력  반도체칩 또는 IP업체에서 1015년 경력반도체 생태계 기술 동향 및 시장 요구사항에 대한 이해도가 높으신 분독립적인 업무 수행 및 Crossfunctional한 팀들과의 업무 협력이 가능하신 분영어 말하기 쓰기에 모두 능통하신 분
 백화점면세점직영점 유통 채널별 매장 운영 보조  오프라인 채널 발주서 취합 및 일별 발주  채널별 프로모션 사은품 등 기획 및 실행  신규 점포 입점 준비 및 퇴점 시 정리 지원 업무  그 외 오프라인 채널 관리 제반 업무, 백화점 면세점 등 오프라인 매장 관리 실무 경력 최소 1년 이상 3년 이하이신 분  비즈니스 영어 Writing  Speaking 가능하신 분  MS Office 특히 Excel  PowerPoint 활용 능력이 우수하신 분 EDI SRM ERP 등의 업무 솔루션 활용 경험 있으신 분  새로운 것에 대해 학습하고 습득하려는 자세를 지니신 분
 상품관리 및 운영지원 상품 관리승인등록수정 등 셀러 입점 및 등록 안내 기존 비활성화 셀러 관리 및 활성화 MD 업무 지원, 적극적이고 커뮤니케이션 능력이 우수자 온라인 커머스에 대한 높은 이해도를 가진 자 온라인 상품 시장에 대한 높은 관심을 가진 자 MS Office 활용 가능자 유통 관련 업무 경험자  영업 관련 경험이 있는자
 담당 카테고리 온라인MD 업무 시장 현황 조사 및 카테고리 활성화 전략 수립 신규업체 발굴 및 협력업체 관리 신규 상품 소싱 및 전략상품기획 자사몰 노출 구좌 운영 및 프로모션 관리 외부몰소셜 오픈마켓 딜 행사 운영 관리 시장 분석 및 매출관리, 원활한 커뮤니케이션 능력 보유자 오픈마켓 소셜 대형몰 경력자 시장 분석 및 활용 가능자 온라인 커머스 사업 기획 및 전략 수립 경력자 영업 실적 분석 경영 계획 수립 커머스 전략 수립 오픈마켓 소셜 종합몰 대형몰 경력자 시즌 테마 상품 기획전 상품 운영 및 운영 전략 경험자 상품시획을 통한 결과 창출 경험자 열정이 넘치고 적극적이신 분
 상품관리 및 운영지원 MD 추천 인벤토리 관리 매출 및 프로모션 관리 시장 트렌드에 따른 상품기획 및 소싱 업체 신규 영업 및 관리 제휴사 지원 제휴사 프로모션 기획 및 소싱, 적극적이고 커뮤니케이션 능력 우수자 온라인 커머스에 대한 높은 이해도를 가진 자  온라인 상품 시장에 대한 관심이 높은 자  MS Office 활용 가능자 유통 관련 업무 경험자 우대 영업 관련 업무 경험자 우대
 강아지 고양이 상품 기획 생산부터 출시까지 모든 과정 핸들링, 온라인 및 반려동물 산업에 대한 높은 이해도를 가지신 분 반려동물 용품 트렌드에 민감하신 분 시장 트렌드를 빠르게 캐치하는 능력을 보유하신 분 상품기획 관련 업무 경험 있으신 분 긍적적이고 도전적이고 성취욕구가 있으신 분 스타트업에 대한 이해도유연한 사고  빠른 실행력 목표 달성 의지가 뛰어나신 분
온라인 MD 캠핑 카테고리 상품 입점 및 관리프로모션 기획 및 진행주요 브랜드사 소싱 전략 수립 및 세일즈,학력  학력무관온라인 MD 경력이 2년 이상이신 분이커머스에 대한 전문성 및 네트워크를 보유하신 분적극적인 영업력이 있으신 분오너십을 갖고 성장 하실 분대형 E커머스 플랫폼 MD 경력이 있으신 분캠핑 카테고리 운영 경력이 있으신 분캠핑 브랜드 등 소싱 경험이 있으신 분다양한 공급사 네트워크를 보유하신분
브랜드 운영 및 상품관리 및 광고관리프로모션딜행사이벤트 기획매출 데이터 관리시장조사 및 트렌드 분석 후 기획경쟁사 리서치,연령  무관성별  무관경력  동종업군 1년 이상학력  고등학교 졸업 이상 쇼핑몰 채널 판매 기획 해보신 분온라인 이커머스에 대한 이해도가 높은 분상품 소싱 및 기획에 관심이 많은 분PM으로 직접 운영해본 적 있으신 분브랜드 트렌드 및 시장동향 파악이 빠른 분꼼꼼하고 성실하며 책임감 강한 분
 함께할 제휴 파트너스를 발굴해요숙박 티켓 FB 등 경험 상품을 가진 파트너 자사몰에서 판매할 상품을 파트너스와 협상하고 기획해요 기획전 진행 및 판매 효과 증대를 위해 자사 파트너스와 조율해요 기존 파트너스를 관리하고 주기적으로 소통해요 자사몰의 데이터와 시장을 분석하여 상품 매출을 관리해요, 숙박 레저 등 카테고리에 대한 관련업계의 네트워크를 가지고 있으신 분 온라인 커머스 트렌드에 민감하고 이해도가 높으신 분 영업 확장을 위한 전략을 세우고 실행하여 목표를 달성해본 분 대내외 커뮤니케이션에 능숙하고 문제 해결 능력이 있는 분 고객들의 니즈를 파악하고 솔루션 구성이 가능하신 분 스타트 업이나 신규 사업 경험이 있으신 분
 판매 채널 매출 성장 방안 도출을 위한 매출 구조 및 데이터 분석 매출 확장을 위한 판매 채널 행사 확보 다양한 매체 확장을 위한 신규 유입  판매 채널 발굴 고객 유입과 구매 전환 개선을 위한 썸네일  상세페이지 기획 및 제작, 전공 무관 온 오프라인 홈쇼핑 MD 경험이 있는 분 채널 담당자 등 대내외 이해관계자들과의 원활한 협업이 가능한 커뮤니케이션 스킬을 보유한 분 데이터를 활용한 의사결정 및 의사소통이 가능한 분 신규 채널 발굴 업무를 경험해 본 분 사방넷 카페24를 사용해 본 경험이 있는 분 온라인 오프라인 홈쇼핑 각 채널에 대한 이해도가  높은 분 매트리스침구사무용품 등 소비재 업계 이해도가 높은 분
 공식몰 외부몰 행사 기획 부킹 및 운영 상품등록 및 코드 관리 전용상품 기획 개발 담당몰 손님여정 개선안 도출 및 반영 몰별 정산관리 몰별 담당자 커뮤니케이션 사입로켓그로스 입고 및 재고관리, 유관 업무 경력MD 1년 이상이신 분 자신만의 세일즈 파이프라인을 정밀하게 구축하는데 능숙하신 분 먹히는 상품 채널을 파악하고 목표 매출을 달성하는데 자신있으신 분 MI 직무에 대한 열정과 좋은 브랜드 경험을 만들어 내야 한다는 목표를 가지고 함께 성장할 수 있는 분 타월 브랜드사 근무 경험자 우대 몰별관리자 활용에 능숙하신 분 구글드라이브 ASANA 등 스마트워킹툴 활용에 능숙하신 분
 신규 브랜드셀러 소싱 패션카테고리 전반 상품 운영 및 계획 파트너사 영업 및 관리 카테고리 매출 계획 및 판매 분석 브랜드 및 상품 프로모션 기획 및 운영 트렌드 업계 동향 분석, 감각적인 상품을 셀렉하고 소개하는 감도가 있으신 분 외부 시장 트렌드에 대한 민감도와 매출 분석을 할 수 있으신 분 브랜드 커뮤니케이션 및 리딩 할 수 있는 협상 능력을 보유하신 분 프로모션 기획 및 매출 성장을 주도적으로 이끌어낼 수 있는 자신감을 가지고 계신 분 이커머스 관련 2년 이상 경력을 보유하신 분 직영몰 오픈마켓 종합몰 등 동종 업계 온라인 MD 경험이 있으신 분
종합몰 운영 업무 상품 및 재고운영각 채널별 프로모션 기획 및 관리 운영각 채널별 담당자 커뮤니케이션 및 영업관리브랜드 온라인 세일즈 분석 및 전략 수립매출 실적 집계 및 관리,학력  초대졸 이상경력  2년이상브랜드사 온라인 MD 경력 보유자사방넷 셀러툴 경험자 우대MS Office엑셀파워포인트 상급자영어 가능자
 자사의 쇼핑몰 및 스마트스토어 총괄 내용 구성 및 온라인 매출 관리 온라인 영업 상품 등록 가격 관리  매출 정산  판매분석  판매일보작성 행사제안 및 기획 프로모션 기획 홍보마케팅 팀과 협업, 학력  대졸이상 경력  2년 이상 포트폴리오 필수 제출 컴퓨터활용능력 우수자 엑셀 및 쇼핑몰 툴 사용 경험자 디자인 툴 사용 경험자
 바이럴 프로모션 이벤트 기획 참여 인플루언서 관리 및 운영 블로그체험단 핸들링 홍보 전략 수집 캠페인 프로모션 이벤트 기획, 학력  무관 경력  신입경력 경력 무관 관련학과 전공자 해당 직무 경력자
 자사몰온라인 플랫폼 운영 입점처 확대 입출고 관리 정산 판매 전략 수립 매출 관리 성과 분석, 학력  대학 졸업23년 경력  동종 업계 3년 이상 경력 온라인 MD 또는 세일즈 경력 필수 자세한 경력기술서 필수 뷰티와 라이프스타일 트렌드에 관심이 많으신 분 해외 온라인 이커머스 MD 경력
 온라인몰 운영 및 관리 Imation 브랜드 스마트폰 액세서리 부문 온라인 판매운영 온라인 프로모션 디지털마케팅 매출재고관리, 경력 1년 이상 오픈마켓 소셜미디어 종합몰 판매 상품 운영 경험 사방넷 사용 가능자 자사 브랜드 상품 운영 경력자 MS오피스 고급 능력자 컴퓨터 활용능력 우수자 IT기기 유통온라인 경력자 노트북 소프트웨어 PC악세사리
